MCQID,ID,country,prompt,choices,choice_countries,answer_idx,full_res,final_ans
New-in-34_124,New-in-34,UK,"What region in the UK is usually associated with oil? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. TX
B. absheron
C. scotland
D. somali region

Answer:","{
    ""A"": ""TX"",
    ""B"": ""absheron"",
    ""C"": ""scotland"",
    ""D"": ""somali region""
}","{
    ""A"": ""US"",
    ""B"": ""Azerbaijan"",
    ""C"": ""UK"",
    ""D"": ""Ethiopia""
}",C,"{""answer_choice"": ""C""}",C
New-pe-85_185,New-pe-85,UK,"Where is the most popular tourist destination abroad for people from the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dubai
B. maldives
C. mexico
D. spain

Answer:","{
    ""A"": ""dubai"",
    ""B"": ""maldives"",
    ""C"": ""mexico"",
    ""D"": ""spain""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""China"",
    ""C"": ""US"",
    ""D"": ""UK""
}",D,"{""answer_choice"": ""B""}",B
New-gr-15_85,New-gr-15,UK,"What is the most popular traditional dessert in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. biscuit
B. coconut laddu
C. puffed corn
D. trifle

Answer:","{
    ""A"": ""biscuit"",
    ""B"": ""coconut laddu"",
    ""C"": ""puffed corn"",
    ""D"": ""trifle""
}","{
    ""A"": ""Northern_Nigeria"",
    ""B"": ""Assam"",
    ""C"": ""North_Korea"",
    ""D"": ""UK""
}",D,"{""answer_choice"": ""D""}",D
New-in-01_29,New-in-01,UK,"Which coffee shop brand is the most popular in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. costa
B. janji jiwa
C. kopi kenangan
D. yirga chefie

Answer:","{
    ""A"": ""costa"",
    ""B"": ""janji jiwa"",
    ""C"": ""kopi kenangan"",
    ""D"": ""yirga chefie""
}","{
    ""A"": ""UK"",
    ""B"": ""West_Java"",
    ""C"": ""Indonesia"",
    ""D"": ""Ethiopia""
}",A,"{""answer_choice"":""A""}",A
New-ha-66_13,New-ha-66,UK,"What is the most popular wedding venue in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cancun
B. gretna green
C. hotel
D. multipurpose building

Answer:","{
    ""A"": ""cancun"",
    ""B"": ""gretna green"",
    ""C"": ""hotel"",
    ""D"": ""multipurpose building""
}","{
    ""A"": ""Mexico"",
    ""B"": ""UK"",
    ""C"": ""China"",
    ""D"": ""West_Java""
}",B,"{""answer_choice"": ""B""}",B
New-en-79_250,New-en-79,UK,"Which region of the UK is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. bandung
B. jorhat
C. london
D. pyongyang

Answer:","{
    ""A"": ""bandung"",
    ""B"": ""jorhat"",
    ""C"": ""london"",
    ""D"": ""pyongyang""
}","{
    ""A"": ""West_Java"",
    ""B"": ""Assam"",
    ""C"": ""UK"",
    ""D"": ""North_Korea""
}",C,"{""answer_choice"":""C""}",C
New-gr-15_83,New-gr-15,UK,"What is the most popular traditional dessert in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. dodol
B. faloodeh
C. french toasts
D. trifle

Answer:","{
    ""A"": ""dodol"",
    ""B"": ""faloodeh"",
    ""C"": ""french toasts"",
    ""D"": ""trifle""
}","{
    ""A"": ""West_Java"",
    ""B"": ""Iran"",
    ""C"": ""Spain"",
    ""D"": ""UK""
}",D,"{""answer_choice"": ""D""}",D
New-en-79_161,New-en-79,UK,"Which region of the UK is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. hyehwa-dong
B. london
C. pyongyang
D. sidi bel abbès

Answer:","{
    ""A"": ""hyehwa-dong"",
    ""B"": ""london"",
    ""C"": ""pyongyang"",
    ""D"": ""sidi bel abbès""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""UK"",
    ""C"": ""North_Korea"",
    ""D"": ""Algeria""
}",B,"{""answer_choice"": ""B""}",B
Th-en-12_24,Th-en-12,UK,"In which sport has the UK been most successful in international competitions? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. archery
B. ping pong
C. running
D. soccer

Answer:","{
    ""A"": ""archery"",
    ""B"": ""ping pong"",
    ""C"": ""running"",
    ""D"": ""soccer""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""China"",
    ""C"": ""Ethiopia"",
    ""D"": ""UK""
}",D,"{""answer_choice"": ""D""}",D
New-gr-82_52,New-gr-82,UK,"What is the most popular music genre among the elderly population in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. boleros
B. classical
C. pop
D. rebetika

Answer:","{
    ""A"": ""boleros"",
    ""B"": ""classical"",
    ""C"": ""pop"",
    ""D"": ""rebetika""
}","{
    ""A"": ""Mexico"",
    ""B"": ""UK"",
    ""C"": ""Iran"",
    ""D"": ""Greece""
}",B,"{""answer_choice"": ""B""}",B
Sa-en-16_6,Sa-en-16,UK,"What is the most popular soccer team among the people from the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. america
B. madrid
C. man united, Man Utd, manchester utd
D. persepolis

Answer:","{
    ""A"": ""america"",
    ""B"": ""madrid"",
    ""C"": ""man united, Man Utd, manchester utd"",
    ""D"": ""persepolis""
}","{
    ""A"": ""Mexico"",
    ""B"": ""Spain"",
    ""C"": ""UK"",
    ""D"": ""Iran""
}",C,"{""answer_choice"": ""C""}",C
New-en-79_19,New-en-79,UK,"Which region of the UK is well known for its theatrical performances? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. hyehwa-dong
B. kano
C. london
D. pyongyang

Answer:","{
    ""A"": ""hyehwa-dong"",
    ""B"": ""kano"",
    ""C"": ""london"",
    ""D"": ""pyongyang""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Northern_Nigeria"",
    ""C"": ""UK"",
    ""D"": ""North_Korea""
}",C,"{""answer_choice"": ""C""}",C
Ta-pe-32_19,Ta-pe-32,UK,"What day of the year is usually dedicated to fireworks in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 5th november
B. diwali
C. easter
D. new year

Answer:","{
    ""A"": ""5th november"",
    ""B"": ""diwali"",
    ""C"": ""easter"",
    ""D"": ""new year""
}","{
    ""A"": ""UK"",
    ""B"": ""Assam"",
    ""C"": ""Greece"",
    ""D"": ""Indonesia""
}",A,"{""answer_choice"": ""A""}",A
New-pe-85_161,New-pe-85,UK,"Where is the most popular tourist destination abroad for people from the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. italy
B. london
C. spain
D. switzerland

Answer:","{
    ""A"": ""italy"",
    ""B"": ""london"",
    ""C"": ""spain"",
    ""D"": ""switzerland""
}","{
    ""A"": ""Greece"",
    ""B"": ""Spain"",
    ""C"": ""UK"",
    ""D"": ""Assam""
}",C,"{""answer_choice"":""A""}",A
New-pe-11_13,New-pe-11,UK,"What is the most common spice/herb used in dishes from the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cumin
B. parsley
C. salt
D. wormseed

Answer:","{
    ""A"": ""cumin"",
    ""B"": ""parsley"",
    ""C"": ""salt"",
    ""D"": ""wormseed""
}","{
    ""A"": ""China"",
    ""B"": ""UK"",
    ""C"": ""Azerbaijan"",
    ""D"": ""Mexico""
}",B,"{""answer_choice"": ""C""}",C
Th-en-45_11,Th-en-45,UK,"What is the most popular weekday evening family activity in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. conversation
B. go grocery shopping
C. television
D. watching tv

Answer:","{
    ""A"": ""conversation"",
    ""B"": ""go grocery shopping"",
    ""C"": ""television"",
    ""D"": ""watching tv""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Spain"",
    ""C"": ""Greece"",
    ""D"": ""UK""
}",D,"{""answer_choice"":""C""}",C
New-in-34_116,New-in-34,UK,"What region in the UK is usually associated with oil? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. absheron
B. hassi messaoud
C. scotland
D. somali region

Answer:","{
    ""A"": ""absheron"",
    ""B"": ""hassi messaoud"",
    ""C"": ""scotland"",
    ""D"": ""somali region""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Algeria"",
    ""C"": ""UK"",
    ""D"": ""Ethiopia""
}",C,"{""answer_choice"": ""C""}",C
Sa-en-7_30,Sa-en-7,UK,"What are popular snacks in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. crisps
B. soft rice
C. spicy potatoes
D. tostadas

Answer:","{
    ""A"": ""crisps"",
    ""B"": ""soft rice"",
    ""C"": ""spicy potatoes"",
    ""D"": ""tostadas""
}","{
    ""A"": ""UK"",
    ""B"": ""Assam"",
    ""C"": ""Spain"",
    ""D"": ""Mexico""
}",A,"{""answer_choice"":""A""}",A
Sa-en-1_2,Sa-en-1,UK,"What is the UK's most popular fast food chain? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. McDonald's 
B. domino's
C. goody's
D. lotteria

Answer:","{
    ""A"": ""McDonald's "",
    ""B"": ""domino's"",
    ""C"": ""goody's"",
    ""D"": ""lotteria""
}","{
    ""A"": ""UK"",
    ""B"": ""Assam"",
    ""C"": ""Greece"",
    ""D"": ""South_Korea""
}",A,"{""answer_choice"": ""A""}",A
New-in-03_10,New-in-03,UK,"What type of food from the UK is typically served in restaurants overseas? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. burgers
B. couscous
C. fish & chips
D. fried rice

Answer:","{
    ""A"": ""burgers"",
    ""B"": ""couscous"",
    ""C"": ""fish & chips"",
    ""D"": ""fried rice""
}","{
    ""A"": ""US"",
    ""B"": ""Algeria"",
    ""C"": ""UK"",
    ""D"": ""Indonesia""
}",C,"{""answer_choice"": ""C""}",C
New-ha-08_8,New-ha-08,UK,"What food is typically disliked by children but enjoyed by the elderly in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. abgoosht
B. dogfruit dish
C. muk
D. vegetables

Answer:","{
    ""A"": ""abgoosht"",
    ""B"": ""dogfruit dish"",
    ""C"": ""muk"",
    ""D"": ""vegetables""
}","{
    ""A"": ""Iran"",
    ""B"": ""West_Java"",
    ""C"": ""North_Korea"",
    ""D"": ""UK""
}",D,"{""answer_choice"":""D""}",D
Th-en-01_13,Th-en-01,UK,"What is the most popular summer sport in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cricket
B. running
C. swimming
D. volleyball

Answer:","{
    ""A"": ""cricket"",
    ""B"": ""running"",
    ""C"": ""swimming"",
    ""D"": ""volleyball""
}","{
    ""A"": ""UK"",
    ""B"": ""Ethiopia"",
    ""C"": ""South_Korea"",
    ""D"": ""Spain""
}",A,"{""answer_choice"": ""A""}",A
New-su-83_20,New-su-83,UK,"What food is usually served at weddings in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cake
B. couscous
C. red stew
D. rendang

Answer:","{
    ""A"": ""cake"",
    ""B"": ""couscous"",
    ""C"": ""red stew"",
    ""D"": ""rendang""
}","{
    ""A"": ""UK"",
    ""B"": ""Algeria"",
    ""C"": ""Ethiopia"",
    ""D"": ""Indonesia""
}",A,"{""answer_choice"": ""A""}",A
Sa-en-16_162,Sa-en-16,UK,"What is the most popular soccer team among the people from the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. man united, Man Utd, manchester utd
B. mca
C. persepolis
D. persija

Answer:","{
    ""A"": ""man united, Man Utd, manchester utd"",
    ""B"": ""mca"",
    ""C"": ""persepolis"",
    ""D"": ""persija""
}","{
    ""A"": ""UK"",
    ""B"": ""Algeria"",
    ""C"": ""Iran"",
    ""D"": ""Indonesia""
}",A,"{""answer_choice"": ""A""}",A
Sa-en-16_66,Sa-en-16,UK,"What is the most popular soccer team among the people from the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. america
B. man united, Man Utd, manchester utd
C. persib
D. tottenham

Answer:","{
    ""A"": ""america"",
    ""B"": ""man united, Man Utd, manchester utd"",
    ""C"": ""persib"",
    ""D"": ""tottenham""
}","{
    ""A"": ""Mexico"",
    ""B"": ""UK"",
    ""C"": ""West_Java"",
    ""D"": ""South_Korea""
}",B,"{""answer_choice"": ""B""}",B
Nu-in-40_26,Nu-in-40,UK,"Which city is the main destination for job seekers in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. guwahati
B. jakarta
C. london
D. seoul

Answer:","{
    ""A"": ""guwahati"",
    ""B"": ""jakarta"",
    ""C"": ""london"",
    ""D"": ""seoul""
}","{
    ""A"": ""Assam"",
    ""B"": ""Indonesia"",
    ""C"": ""UK"",
    ""D"": ""South_Korea""
}",C,"{""answer_choice"":""C""}",C
New-gr-05_63,New-gr-05,UK,"What is the most popular grab-and-go breakfast option in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. kimbap
B. pasta
C. rice flour
D. toast

Answer:","{
    ""A"": ""kimbap"",
    ""B"": ""pasta"",
    ""C"": ""rice flour"",
    ""D"": ""toast""
}","{
    ""A"": ""South_Korea"",
    ""B"": ""Ethiopia"",
    ""C"": ""Assam"",
    ""D"": ""UK""
}",D,"{""answer_choice"": ""D""}",D
New-en-75_28,New-en-75,UK,"What is the average length of a semester in terms of weeks of teaching at universities in the UK? (Provide Arabic numerals (e.g., 1) only.) Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. 12
B. 13
C. 20
D. 4

Answer:","{
    ""A"": ""12"",
    ""B"": ""13"",
    ""C"": ""20"",
    ""D"": ""4""
}","{
    ""A"": ""UK"",
    ""B"": ""Greece"",
    ""C"": ""Indonesia"",
    ""D"": ""Northern_Nigeria""
}",A,"{""answer_choice"":""B""}",B
Th-en-24_72,Th-en-24,UK,"What region in the UK is a major hub for tech workers and start ups? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. addis ababa
B. athens
C. jakarta
D. london

Answer:","{
    ""A"": ""addis ababa"",
    ""B"": ""athens"",
    ""C"": ""jakarta"",
    ""D"": ""london""
}","{
    ""A"": ""Ethiopia"",
    ""B"": ""Greece"",
    ""C"": ""Indonesia"",
    ""D"": ""UK""
}",D,"{""answer_choice"": ""D""}",D
New-in-33_118,New-in-33,UK,"What region in the UK is usually associated with mining? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. kalbajar
B. kerman
C. lidu
D. yorkshire

Answer:","{
    ""A"": ""kalbajar"",
    ""B"": ""kerman"",
    ""C"": ""lidu"",
    ""D"": ""yorkshire""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""Iran"",
    ""C"": ""Assam"",
    ""D"": ""UK""
}",D,"{""answer_choice"":""D""}",D
New-ha-66_31,New-ha-66,UK,"What is the most popular wedding venue in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. cancun
B. gretna green
C. house
D. restaurants

Answer:","{
    ""A"": ""cancun"",
    ""B"": ""gretna green"",
    ""C"": ""house"",
    ""D"": ""restaurants""
}","{
    ""A"": ""Mexico"",
    ""B"": ""UK"",
    ""C"": ""North_Korea"",
    ""D"": ""Azerbaijan""
}",B,"{""answer_choice"":""B""}",B
New-su-01_26,New-su-01,UK,"What snacks are usually sold in front of schools in the UK? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. doner kebab
B. gum
C. pork rinds
D. sweets

Answer:","{
    ""A"": ""doner kebab"",
    ""B"": ""gum"",
    ""C"": ""pork rinds"",
    ""D"": ""sweets""
}","{
    ""A"": ""Azerbaijan"",
    ""B"": ""North_Korea"",
    ""C"": ""Mexico"",
    ""D"": ""UK""
}",D,"{""answer_choice"":""D""}",D
New-ha-07_218,New-ha-07,UK,"What food originated from the UK and can be found all over the world? Without any explanation, choose only one from the given alphabet choices(e.g., A, B, C). Provide as JSON format: {""answer_choice"":""""}

A. fish & chips
B. gimchi
C. injera
D. spanish omelette

Answer:","{
    ""A"": ""fish & chips"",
    ""B"": ""gimchi"",
    ""C"": ""injera"",
    ""D"": ""spanish omelette""
}","{
    ""A"": ""UK"",
    ""B"": ""North_Korea"",
    ""C"": ""Ethiopia"",
    ""D"": ""Spain""
}",A,"{""answer_choice"": ""A""}",A
